   x      u
0.6836836837 -0.3188237965
0.6846846847 -0.3178254906
0.6856856857 -0.3168270782
0.6866866867 -0.3158285603
0.6876876877 -0.3148299381
0.6886886887 -0.3138312126
0.6896896897 -0.3128323847
0.6906906907 -0.3118334555
0.6916916917 -0.3108344261
0.6926926927 -0.3098352973
0.6936936937 -0.3088360703
0.6946946947 -0.3078367459
0.6956956957 -0.3068373252
0.6966966967 -0.3058378091
0.6976976977 -0.3048381986
0.6986986987 -0.3038384946
0.6996996997 -0.3028386980
0.7007007007 -0.3018388097
0.7017017017 -0.3008388308
0.7027027027 -0.2998387620
0.7037037037 -0.2988386042
0.7047047047 -0.2978383584
0.7057057057 -0.2968380255
0.7067067067 -0.2958376062
0.7077077077 -0.2948371015
0.7087087087 -0.2938365122
0.7097097097 -0.2928358391
0.7107107107 -0.2918350832
0.7117117117 -0.2908342451
0.7127127127 -0.2898333258
0.7137137137 -0.2888323260
0.7147147147 -0.2878312465
0.7157157157 -0.2868300882
0.7167167167 -0.2858288518
0.7177177177 -0.2848275381
0.7187187187 -0.2838261478
0.7197197197 -0.2828246818
0.7207207207 -0.2818231408
0.7217217217 -0.2808215255
0.7227227227 -0.2798198366
0.7237237237 -0.2788180750
0.7247247247 -0.2778162413
0.7257257257 -0.2768143362
0.7267267267 -0.2758123605
0.7277277277 -0.2748103148
0.7287287287 -0.2738081999
0.7297297297 -0.2728060165
0.7307307307 -0.2718037652
0.7317317317 -0.2708014466
0.7327327327 -0.2697990616
0.7337337337 -0.2687966107
0.7347347347 -0.2677940945
0.7357357357 -0.2667915139
0.7367367367 -0.2657888693
0.7377377377 -0.2647861614
0.7387387387 -0.2637833909
0.7397397397 -0.2627805583
0.7407407407 -0.2617776644
0.7417417417 -0.2607747096
0.7427427427 -0.2597716947
0.7437437437 -0.2587686201
0.7447447447 -0.2577654866
0.7457457457 -0.2567622946
0.7467467467 -0.2557590449
0.7477477477 -0.2547557378
0.7487487487 -0.2537523741
0.7497497497 -0.2527489543
0.7507507508 -0.2517454789
0.7517517518 -0.2507419486
0.7527527528 -0.2497383637
0.7537537538 -0.2487347250
0.7547547548 -0.2477310328
0.7557557558 -0.2467272879
0.7567567568 -0.2457234906
0.7577577578 -0.2447196415
0.7587587588 -0.2437157411
0.7597597598 -0.2427117899
0.7607607608 -0.2417077885
0.7617617618 -0.2407037373
0.7627627628 -0.2396996369
0.7637637638 -0.2386954876
0.7647647648 -0.2376912901
0.7657657658 -0.2366870448
0.7667667668 -0.2356827521
0.7677677678 -0.2346784126
0.7687687688 -0.2336740266
0.7697697698 -0.2326695948
0.7707707708 -0.2316651174
0.7717717718 -0.2306605951
0.7727727728 -0.2296560281
0.7737737738 -0.2286514170
0.7747747748 -0.2276467623
0.7757757758 -0.2266420642
0.7767767768 -0.2256373234
0.7777777778 -0.2246325401
0.7787787788 -0.2236277149
0.7797797798 -0.2226228481
0.7807807808 -0.2216179401
0.7817817818 -0.2206129914
0.7827827828 -0.2196080024
0.7837837838 -0.2186029735
0.7847847848 -0.2175979050
0.7857857858 -0.2165927974
0.7867867868 -0.2155876511
0.7877877878 -0.2145824663
0.7887887888 -0.2135772436
0.7897897898 -0.2125719834
0.7907907908 -0.2115666858
0.7917917918 -0.2105613514
0.7927927928 -0.2095559806
0.7937937938 -0.2085505736
0.7947947948 -0.2075451308
0.7957957958 -0.2065396526
0.7967967968 -0.2055341394
0.7977977978 -0.2045285915
0.7987987988 -0.2035230092
0.7997997998 -0.2025173929
0.8008008008 -0.2015117429
0.8018018018 -0.2005060595
0.8028028028 -0.1995003432
0.8038038038 -0.1984945941
0.8048048048 -0.1974888127
0.8058058058 -0.1964829993
0.8068068068 -0.1954771542
0.8078078078 -0.1944712776
0.8088088088 -0.1934653700
0.8098098098 -0.1924594315
0.8108108108 -0.1914534626
0.8118118118 -0.1904474636
0.8128128128 -0.1894414346
0.8138138138 -0.1884353761
0.8148148148 -0.1874292884
0.8158158158 -0.1864231716
0.8168168168 -0.1854170261
0.8178178178 -0.1844108523
0.8188188188 -0.1834046503
0.8198198198 -0.1823984204
